compound,SMILES,box,pose,dG
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,7,-4.056
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,8,-4.038
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,9,-3.979
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,10,-3.957
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,11,-3.912
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,12,-3.874
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,13,-3.711
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,14,-3.55
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,15,-3.53
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,16,-3.463
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,17,-3.448
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,18,-3.416
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,19,-4.512
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,20,-3.625
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,21,-3.605
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,22,-3.566
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,23,-3.552
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,24,-3.527
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,25,-3.496
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,26,-5.497
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,27,-5.369
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,28,-5.254
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,29,-4.967
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,30,-4.923
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,31,-4.816
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,32,-4.742
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,33,-4.722
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,34,-5.329
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,35,-5.114
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,36,-5.104
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,37,-5.062
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,38,-4.641
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,39,-4.435
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,40,-4.393
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,41,-4.359
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,42,-1.68
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,43,-1.637
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,44,-1.631
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,45,-1.596
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,46,-1.594
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,47,-1.463
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,48,-1.427
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,49,-1.351
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,50,-1.344
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,51,-2.591
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,52,-2.555
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,53,-2.542
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,54,-2.398
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,55,-2.397
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,56,-2.348
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,57,-2.346
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,58,-2.326
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,59,-2.973
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,60,-2.967
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,61,-2.948
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,62,-2.924
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,63,-2.874
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,64,-2.773
tri-n-butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,0,65,-2.748
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,0,-1.637
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,1,-1.517
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,2,-1.443
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,3,-1.44
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,4,-4.597
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,5,-4.573
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,6,-3.182
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,7,-3.17
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,8,-3.63
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,9,-3.619
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,10,-3.588
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,11,-3.322
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,12,-4.64
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,13,-4.289
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,14,-4.504
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,15,-4.382
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,16,-4.017
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,17,-3.963
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,18,-3.962
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,19,-3.917
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,20,-5.35
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,21,-5.291
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,22,-3.588
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,23,-1.612
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,24,-1.458
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,25,-1.401
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,26,-1.383
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,27,-1.366
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,28,-2.694
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,29,-2.403
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,30,-2.312
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,31,-2.305
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,32,-2.279
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,33,-2.271
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,34,-3.797
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,35,-3.642
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,36,-3.074
"1,4-dibromobenzene",Brc1ccc(Br)cc1,0,37,-2.967
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,0,-1.796
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,1,-1.709
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,2,-1.62
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,3,-3.827
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,4,-3.798
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,5,-3.759
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,6,-3.723
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,7,-3.924
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,8,-3.585
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,9,-3.436
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,10,-3.388
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,11,-5.792
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,12,-5.716
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,13,-5.092
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,14,-5.04
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,15,-5.038
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,16,-4.684
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,17,-4.659
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,18,-5.288
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,19,-4.216
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,20,-4.094
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,21,-3.996
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,22,-3.938
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,23,-1.751
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,24,-1.476
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,25,-1.472
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,26,-1.434
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,27,-2.926
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,28,-2.919
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,29,-2.729
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,30,-4.44
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,31,-4.41
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,0,32,-3.666
indene,C1=Cc2ccccc2C1,0,0,-1.797
indene,C1=Cc2ccccc2C1,0,1,-1.742
indene,C1=Cc2ccccc2C1,0,2,-1.657
indene,C1=Cc2ccccc2C1,0,3,-5.309
indene,C1=Cc2ccccc2C1,0,4,-5.297
indene,C1=Cc2ccccc2C1,0,5,-4.111
indene,C1=Cc2ccccc2C1,0,6,-4.581
indene,C1=Cc2ccccc2C1,0,7,-4.321
indene,C1=Cc2ccccc2C1,0,8,-4.199
indene,C1=Cc2ccccc2C1,0,9,-3.757
indene,C1=Cc2ccccc2C1,0,10,-5.828
indene,C1=Cc2ccccc2C1,0,11,-5.69
indene,C1=Cc2ccccc2C1,0,12,-5.198
indene,C1=Cc2ccccc2C1,0,13,-5.709
indene,C1=Cc2ccccc2C1,0,14,-5.153
indene,C1=Cc2ccccc2C1,0,15,-5.144
indene,C1=Cc2ccccc2C1,0,16,-5.088
indene,C1=Cc2ccccc2C1,0,17,-6.151
indene,C1=Cc2ccccc2C1,0,18,-6.142
indene,C1=Cc2ccccc2C1,0,19,-4.289
indene,C1=Cc2ccccc2C1,0,20,-2.208
indene,C1=Cc2ccccc2C1,0,21,-2.184
indene,C1=Cc2ccccc2C1,0,22,-1.819
indene,C1=Cc2ccccc2C1,0,23,-3.705
indene,C1=Cc2ccccc2C1,0,24,-3.643
indene,C1=Cc2ccccc2C1,0,25,-2.997
indene,C1=Cc2ccccc2C1,0,26,-4.541
indene,C1=Cc2ccccc2C1,0,27,-4.512
naphthalene,c1ccc2ccccc2c1,0,0,-1.912
naphthalene,c1ccc2ccccc2c1,0,1,-1.792
naphthalene,c1ccc2ccccc2c1,0,2,-1.744
naphthalene,c1ccc2ccccc2c1,0,3,-5.3
naphthalene,c1ccc2ccccc2c1,0,4,-4.536
naphthalene,c1ccc2ccccc2c1,0,5,-4.394
naphthalene,c1ccc2ccccc2c1,0,6,-4.974
naphthalene,c1ccc2ccccc2c1,0,7,-4.965
naphthalene,c1ccc2ccccc2c1,0,8,-4.465
naphthalene,c1ccc2ccccc2c1,0,9,-4.414
naphthalene,c1ccc2ccccc2c1,0,10,-6.198
naphthalene,c1ccc2ccccc2c1,0,11,-6.119
naphthalene,c1ccc2ccccc2c1,0,12,-5.709
naphthalene,c1ccc2ccccc2c1,0,13,-5.707
naphthalene,c1ccc2ccccc2c1,0,14,-5.668
naphthalene,c1ccc2ccccc2c1,0,15,-6.97
naphthalene,c1ccc2ccccc2c1,0,16,-6.894
naphthalene,c1ccc2ccccc2c1,0,17,-4.78
naphthalene,c1ccc2ccccc2c1,0,18,-2.212
naphthalene,c1ccc2ccccc2c1,0,19,-2.177
naphthalene,c1ccc2ccccc2c1,0,20,-2.056
naphthalene,c1ccc2ccccc2c1,0,21,-1.99
naphthalene,c1ccc2ccccc2c1,0,22,-3.934
naphthalene,c1ccc2ccccc2c1,0,23,-3.873
naphthalene,c1ccc2ccccc2c1,0,24,-3.48
naphthalene,c1ccc2ccccc2c1,0,25,-3.234
naphthalene,c1ccc2ccccc2c1,0,26,-4.855
naphthalene,c1ccc2ccccc2c1,0,27,-4.751
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,0,-2.643
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,1,-2.639
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,2,-2.319
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,3,-2.185
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,4,-5.176
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,5,-4.977
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,6,-4.55
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,7,-4.539
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,8,-5.499
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,9,-5.351
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,10,-5.296
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,11,-5.271
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,12,-5.232
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,13,-6.589
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,14,-6.541
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,15,-5.762
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,16,-5.614
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,17,-7.328
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,18,-7.291
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,19,-6.768
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,20,-6.498
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,21,-6.424
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,22,-6.227
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,23,-6.19
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,24,-7.941
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,25,-7.915
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,26,-6.312
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,27,-5.149
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,28,-5.051
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,29,-2.324
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,30,-2.303
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,31,-2.145
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,32,-2.145
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,33,-2.089
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,34,-3.902
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,35,-3.693
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,36,-3.691
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,37,-3.441
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,38,-3.423
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,39,-3.184
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,40,-5.057
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,41,-4.884
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,42,-4.611
dibenzofuran,c1ccc2c(c1)oc1ccccc12,0,43,-4.383
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,0,-2.285
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,1,-2.239
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,2,-2.061
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,3,-5.504
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,4,-5.052
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,5,-4.845
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,6,-4.42
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,7,-5.278
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,8,-5.22
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,9,-5.125
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,10,-5.113
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,11,-4.923
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,12,-6.697
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,13,-6.579
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,14,-5.566
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,15,-5.556
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,16,-7.015
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,17,-6.902
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,18,-6.451
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,19,-6.319
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,20,-6.282
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,21,-6.265
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,22,-6.18
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,23,-7.693
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,24,-7.67
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,25,-4.881
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,26,-4.785
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,27,-4.753
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,28,-4.694
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,29,-2.256
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,30,-2.197
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,31,-2.117
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,32,-2.06
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,33,-1.84
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,34,-1.81
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,35,-1.766
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,36,-4.204
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,37,-4.008
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,38,-4.007
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,39,-3.988
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,40,-3.568
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,41,-3.564
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,42,-3.251
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,43,-3.141
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,44,-5.048
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,45,-4.806
dibenzothiophene,c1ccc2c(c1)sc1ccccc12,0,46,-4.366
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,0,-2.839
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,1,-2.836
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,2,-2.675
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,3,-6.604
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,4,-6.26
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,5,-6.029
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,6,-6.784
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,7,-6.652
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,8,-6.613
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,9,-6.314
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,10,-6.91
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,11,-6.741
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,12,-6.686
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,13,-6.643
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,14,-6.59
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,15,-7.896
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,16,-7.841
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,17,-7.781
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,18,-7.671
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,19,-7.303
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,20,-6.193
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,21,-6.13
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,22,-5.953
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,23,-5.738
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,24,-5.618
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,25,-5.548
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,26,-5.539
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,27,-2.992
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,28,-2.853
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,29,-2.665
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,30,-2.662
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,31,-4.746
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,32,-4.564
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,33,-4.542
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,34,-4.49
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,35,-4.302
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,36,-4.148
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,37,-4.145
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,38,-6.104
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,39,-5.983
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,0,40,-5.001
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,0,-3.008
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,1,-3.007
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,2,-2.919
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,3,-2.87
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,4,-6.875
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,5,-6.63
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,6,-6.419
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,7,-6.238
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,8,-6.156
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,9,-6.869
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,10,-6.825
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,11,-6.426
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,12,-6.256
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,13,-6.138
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,14,-7.42
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,15,-7.236
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,16,-7.184
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,17,-7.183
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,18,-6.984
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,19,-8.575
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,20,-8.453
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,21,-8.321
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,22,-8.086
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,23,-7.866
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,24,-7.805
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,25,-6.588
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,26,-6.54
